INFO - 2021-12-16 18:01:43,887 - Trying to load test file:{'test_data_file': 'app/static/data/nation_2021-10-28.csv', 'location_local': 'Exeter', 'locationType_local': 'ltla', 'location_national': 'England', 'locationType_national': 'nation', 'custom_covid_terms': 'Covid COVID-19 coronavirus', 'news_api_key': 'fa911b96da8e420896662203b484274c'}
INFO - 2021-12-16 18:01:44,018 -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
INFO - 2021-12-16 18:05:06,229 - Trying to load test file:{'test_data_file': 'app/static/data/nation_2021-10-28.csv', 'location_local': 'Exeter', 'locationType_local': 'ltla', 'location_national': 'England', 'locationType_national': 'nation', 'custom_covid_terms': 'Covid COVID-19 coronavirus', 'news_api_key': 'fa911b96da8e420896662203b484274c'}
INFO - 2021-12-16 18:05:06,301 -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
INFO - 2021-12-16 18:05:10,566 - Checking for cached data
INFO - 2021-12-16 18:05:10,567 - Requesting live data
DEBUG - 2021-12-16 18:05:10,571 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG - 2021-12-16 18:05:10,913 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DExeter%3BareaType%3Dltla&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG - 2021-12-16 18:05:10,917 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG - 2021-12-16 18:05:11,166 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DExeter%3BareaType%3Dltla&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO - 2021-12-16 18:05:11,173 - Managed to process local data
INFO - 2021-12-16 18:05:11,173 - Checking for cached data
INFO - 2021-12-16 18:05:11,173 - Requesting live data
DEBUG - 2021-12-16 18:05:11,176 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG - 2021-12-16 18:05:11,520 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DEngland%3BareaType%3Dnation&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG - 2021-12-16 18:05:11,525 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
INFO - 2021-12-16 18:05:12,959 - Checking for cached data
INFO - 2021-12-16 18:05:12,961 - found cached data
INFO - 2021-12-16 18:05:12,961 - Managed to process local data
INFO - 2021-12-16 18:05:12,962 - Checking for cached data
INFO - 2021-12-16 18:05:12,963 - Requesting live data
DEBUG - 2021-12-16 18:05:12,967 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG - 2021-12-16 18:05:13,044 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DEngland%3BareaType%3Dnation&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG - 2021-12-16 18:05:13,054 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG - 2021-12-16 18:05:13,138 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DEngland%3BareaType%3Dnation&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO - 2021-12-16 18:05:13,146 - Managed to process national data
INFO - 2021-12-16 18:05:13,158 - 127.0.0.1 - - [16/Dec/2021 18:05:13] "GET /index?update_item=covid+data HTTP/1.1" 200 -
INFO - 2021-12-16 18:05:13,308 - 127.0.0.1 - - [16/Dec/2021 18:05:13] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:13,418 - 127.0.0.1 - - [16/Dec/2021 18:05:13] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:14,265 - Checking for cached data
INFO - 2021-12-16 18:05:14,266 - found cached data
INFO - 2021-12-16 18:05:14,267 - Managed to process local data
INFO - 2021-12-16 18:05:14,267 - Checking for cached data
INFO - 2021-12-16 18:05:14,268 - found cached data
INFO - 2021-12-16 18:05:14,268 - Managed to process national data
INFO - 2021-12-16 18:05:14,268 - 127.0.0.1 - - [16/Dec/2021 18:05:14] "GET /index?update_item=covid+data HTTP/1.1" 200 -
INFO - 2021-12-16 18:05:14,289 - 127.0.0.1 - - [16/Dec/2021 18:05:14] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:14,317 - 127.0.0.1 - - [16/Dec/2021 18:05:14] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
DEBUG - 2021-12-16 18:05:14,828 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DEngland%3BareaType%3Dnation&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO - 2021-12-16 18:05:14,833 - Managed to process national data
INFO - 2021-12-16 18:05:14,834 - 127.0.0.1 - - [16/Dec/2021 18:05:14] "GET /index HTTP/1.1" 200 -
INFO - 2021-12-16 18:05:16,148 - 127.0.0.1 - - [16/Dec/2021 18:05:16] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:17,303 - Checking for cached data
INFO - 2021-12-16 18:05:17,304 - found cached data
INFO - 2021-12-16 18:05:17,304 - Managed to process local data
INFO - 2021-12-16 18:05:17,305 - Checking for cached data
INFO - 2021-12-16 18:05:17,305 - found cached data
INFO - 2021-12-16 18:05:17,305 - Managed to process national data
INFO - 2021-12-16 18:05:17,306 - 127.0.0.1 - - [16/Dec/2021 18:05:17] "GET /index HTTP/1.1" 200 -
INFO - 2021-12-16 18:05:17,324 - 127.0.0.1 - - [16/Dec/2021 18:05:17] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:17,340 - 127.0.0.1 - - [16/Dec/2021 18:05:17] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:17,720 - Checking for cached data
INFO - 2021-12-16 18:05:17,720 - found cached data
INFO - 2021-12-16 18:05:17,720 - Managed to process local data
INFO - 2021-12-16 18:05:17,721 - Checking for cached data
INFO - 2021-12-16 18:05:17,721 - found cached data
INFO - 2021-12-16 18:05:17,721 - Managed to process national data
INFO - 2021-12-16 18:05:17,722 - 127.0.0.1 - - [16/Dec/2021 18:05:17] "GET /index HTTP/1.1" 200 -
INFO - 2021-12-16 18:05:17,748 - 127.0.0.1 - - [16/Dec/2021 18:05:17] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:17,766 - 127.0.0.1 - - [16/Dec/2021 18:05:17] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:17,902 - Checking for cached data
INFO - 2021-12-16 18:05:17,903 - found cached data
INFO - 2021-12-16 18:05:17,903 - Managed to process local data
INFO - 2021-12-16 18:05:17,904 - Checking for cached data
INFO - 2021-12-16 18:05:17,904 - found cached data
INFO - 2021-12-16 18:05:17,905 - Managed to process national data
INFO - 2021-12-16 18:05:17,905 - 127.0.0.1 - - [16/Dec/2021 18:05:17] "GET /index HTTP/1.1" 200 -
INFO - 2021-12-16 18:05:17,931 - 127.0.0.1 - - [16/Dec/2021 18:05:17] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:17,954 - 127.0.0.1 - - [16/Dec/2021 18:05:17] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:22,981 - Checking for cached data
INFO - 2021-12-16 18:05:22,982 - found cached data
INFO - 2021-12-16 18:05:22,982 - Managed to process local data
INFO - 2021-12-16 18:05:22,983 - Checking for cached data
INFO - 2021-12-16 18:05:22,983 - found cached data
INFO - 2021-12-16 18:05:22,983 - Managed to process national data
INFO - 2021-12-16 18:05:22,984 - Scheduling a run in:38.0
INFO - 2021-12-16 18:05:22,985 - 127.0.0.1 - - [16/Dec/2021 18:05:22] "GET /index?update=18%3A06&two=covid+data&covid-data=covid-data HTTP/1.1" 200 -
INFO - 2021-12-16 18:05:23,007 - 127.0.0.1 - - [16/Dec/2021 18:05:23] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:25,426 - Checking for cached data
INFO - 2021-12-16 18:05:25,427 - found cached data
INFO - 2021-12-16 18:05:25,429 - Managed to process local data
INFO - 2021-12-16 18:05:25,430 - Checking for cached data
INFO - 2021-12-16 18:05:25,430 - found cached data
INFO - 2021-12-16 18:05:25,431 - Managed to process national data
INFO - 2021-12-16 18:05:25,431 - 127.0.0.1 - - [16/Dec/2021 18:05:25] "GET /index?update_item=covid+data HTTP/1.1" 200 -
INFO - 2021-12-16 18:05:25,465 - 127.0.0.1 - - [16/Dec/2021 18:05:25] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:05:31,166 - Checking for cached data
INFO - 2021-12-16 18:05:31,166 - found cached data
INFO - 2021-12-16 18:05:31,166 - Managed to process local data
INFO - 2021-12-16 18:05:31,167 - Checking for cached data
INFO - 2021-12-16 18:05:31,167 - found cached data
INFO - 2021-12-16 18:05:31,167 - Managed to process national data
INFO - 2021-12-16 18:05:31,168 - 127.0.0.1 - - [16/Dec/2021 18:05:31] "GET /index HTTP/1.1" 200 -
INFO - 2021-12-16 18:05:31,192 - 127.0.0.1 - - [16/Dec/2021 18:05:31] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:06:31,257 - Scheduled run
INFO - 2021-12-16 18:06:31,258 - Checking for cached data
INFO - 2021-12-16 18:06:31,258 - Requesting live data
DEBUG - 2021-12-16 18:06:31,260 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG - 2021-12-16 18:06:31,371 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DExeter%3BareaType%3Dltla&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG - 2021-12-16 18:06:31,378 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG - 2021-12-16 18:06:31,474 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DExeter%3BareaType%3Dltla&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO - 2021-12-16 18:06:31,479 - Managed to process local data
